age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, salary
43, Self-emp-not-inc, 147099, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 36, United-States, <=50K
46, Private, 73434, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
49, Local-gov, 275074, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
23, Private, 210474, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
26, Private, 293690, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 58, United-States, >50K
20, Private, 323009, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, Germany, <=50K
38, Private, 172538, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1977, 40, United-States, >50K
31, Local-gov, 192565, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 90, United-States, >50K
35, Self-emp-not-inc, 348771, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 36, United-States, <=50K
18, Private, 188076, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
63, Private, 124242, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
20, State-gov, 200819, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
50, Local-gov, 100480, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
54, Private, 153486, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 56, United-States, >50K
40, Private, 126845, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 206974, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
65, Private, 105116, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 2346, 0, 40, United-States, <=50K
42, Self-emp-inc, 78765, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 90, United-States, >50K
54, Private, 230767, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Cuba, <=50K
23, Private, 117606, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 60, United-States, <=50K
42, Private, 341638, 11th, 7, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 198727, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 160728, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 2977, 0, 40, United-States, <=50K
20, ?, 348148, 11th, 7, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
58, Private, 201112, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 55, United-States, >50K
69, Self-emp-inc, 107850, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 6514, 0, 40, United-States, >50K
34, Private, 230246, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, >50K
34, Private, 203034, Bachelors, 13, Separated, Sales, Not-in-family, White, Male, 0, 2824, 50, United-States, >50K
64, Federal-gov, 341695, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
40, Private, 233130, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, El-Salvador, <=50K
37, Private, 187346, 5th-6th, 3, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, Mexico, <=50K
46, Private, 78529, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 60, United-States, >50K
49, State-gov, 207120, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
48, Private, 43206, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
54, Private, 35557, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 50, United-States, >50K
52, Private, 110954, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, El-Salvador, >50K
36, Self-emp-not-inc, 90159, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K
49, Self-emp-not-inc, 43348, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 99999, 0, 70, United-States, >50K
30, Private, 373914, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 205884, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States, >50K
23, Private, 348420, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 206066, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 299908, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 0, 0, 40, United-States, >50K
47, Private, 239865, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1977, 45, United-States, >50K
44, Self-emp-inc, 359259, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 60, Portugal, <=50K
46, Private, 33109, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1741, 40, United-States, <=50K
26, Private, 160300, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 156953, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
50, Private, 339954, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
17, Federal-gov, 99893, 11th, 7, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 1602, 40, United-States, <=50K
39, Private, 214117, Some-college, 10, Divorced, Craft-repair, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
28, Federal-gov, 298661, Bachelors, 13, Never-married, Tech-support, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
53, Private, 48343, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1902, 40, United-States, >50K
42, Private, 227065, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 32, United-States, >50K
42, Private, 511068, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
18, Private, 199039, 12th, 8, Never-married, Sales, Own-child, White, Male, 594, 0, 14, United-States, <=50K
36, Private, 115700, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
34, Private, 218164, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 44, United-States, <=50K
48, State-gov, 171926, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, >50K
36, Self-emp-inc, 242080, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 80, United-States, >50K
53, Private, 386773, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, >50K
53, Self-emp-not-inc, 105478, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2415, 40, United-States, >50K
45, Private, 140644, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
25, Private, 216583, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 43, United-States, <=50K
47, Self-emp-inc, 205100, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, Germany, <=50K
31, Private, 195750, 1st-4th, 2, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
38, Self-emp-inc, 312232, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
78, Private, 105586, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, 0, 0, 36, United-States, <=50K
54, Private, 103345, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 26009, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K
46, Private, 149388, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
24, State-gov, 43475, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 175987, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
29, Local-gov, 214385, 11th, 7, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
41, Federal-gov, 207685, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
19, Private, 143857, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K
39, Private, 163392, HS-grad, 9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 26, ?, <=50K
27, Private, 279608, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
33, Private, 312881, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, >50K
41, Private, 32878, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
29, Federal-gov, 360527, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Private, 99478, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
24, Local-gov, 452640, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 14344, 0, 50, United-States, >50K
46, Self-emp-inc, 201865, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
35, Federal-gov, 475324, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 65704, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, ?, <=50K
39, Local-gov, 180686, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 45, United-States, >50K
50, Private, 129956, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K
26, Private, 86872, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
31, State-gov, 100863, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States, >50K
25, Private, 470203, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
40, Private, 266803, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
48, Private, 196107, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
50, Private, 213290, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1887, 36, United-States, >50K
61, Private, 96660, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 15024, 0, 34, United-States, >50K
17, Private, 120068, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 17, United-States, <=50K
17, Private, 271122, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 16, United-States, <=50K
51, Private, 162745, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 50, United-States, >50K
48, Private, 128460, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 42, United-States, >50K
19, Private, 164585, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 300975, Masters, 14, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 1485, 40, ?, <=50K
54, Private, 421561, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
41, Private, 149909, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1848, 40, United-States, >50K
65, ?, 240857, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 2377, 40, United-States, >50K
36, Self-emp-not-inc, 138940, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 50, United-States, >50K
42, Private, 66755, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, United-States, <=50K
38, Private, 103323, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States, >50K
37, State-gov, 29145, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
35, State-gov, 184659, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 40, United-States, >50K
23, Private, 311376, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
27, State-gov, 122660, Bachelors, 13, Never-married, Prof-specialty, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
37, Private, 193689, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 42, United-States, >50K
30, Private, 95299, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, >50K
43, Self-emp-inc, 240504, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, >50K
32, Private, 211751, Assoc-voc, 11, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
61, Private, 84587, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K
40, State-gov, 150874, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 1506, 0, 40, United-States, <=50K
20, ?, 187332, 10th, 6, Never-married, ?, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
42, Self-emp-inc, 188615, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
36, State-gov, 196348, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
49, Private, 357540, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 25, United-States, <=50K
58, Private, 314092, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 48, United-States, >50K
43, Private, 266439, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1887, 40, United-States, >50K
60, Self-emp-not-inc, 153356, HS-grad, 9, Divorced, Sales, Not-in-family, Black, Male, 2597, 0, 55, United-States, <=50K
33, Private, 188246, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, >50K
37, Private, 108366, Bachelors, 13, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 46, United-States, <=50K
37, Private, 169426, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K
28, Private, 535978, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
42, Private, 29393, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
57, Self-emp-inc, 258883, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 5178, 0, 60, Hungary, >50K
45, Local-gov, 257855, 11th, 7, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 50, United-States, <=50K
32, Private, 164197, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, >50K
36, Private, 160035, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
34, Self-emp-not-inc, 140011, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
47, Self-emp-not-inc, 159869, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 56, United-States, >50K
46, Private, 102542, 7th-8th, 4, Never-married, Other-service, Own-child, White, Male, 0, 0, 52, United-States, <=50K
45, Private, 221780, Some-college, 10, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
53, Self-emp-inc, 134854, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Greece, >50K
55, Private, 408537, 9th, 5, Divorced, Craft-repair, Unmarried, White, Female, 99999, 0, 37, United-States, >50K
25, Private, 182227, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
35, Private, 114765, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
71, ?, 177906, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 10, United-States, >50K
35, Federal-gov, 182898, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 222450, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
49, Private, 281647, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
30, State-gov, 48214, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K
46, Private, 54190, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
60, Private, 93997, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 45, United-States, >50K
37, Private, 112497, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
72, Private, 107814, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 2329, 0, 60, United-States, <=50K
47, Local-gov, 93618, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 33, United-States, <=50K
42, Private, 149210, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 45, United-States, >50K
40, State-gov, 50093, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
61, Private, 270056, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Japan, <=50K
69, ?, 106566, Doctorate, 16, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States, >50K
34, Private, 24266, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States, >50K
27, ?, 181284, 12th, 8, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 45, United-States, <=50K
44, Private, 210648, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
47, Private, 94809, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, >50K
36, Local-gov, 298717, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Federal-gov, 179638, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
46, Self-emp-inc, 125892, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
52, Private, 99184, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 203139, Some-college, 10, Never-married, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
20, Private, 386864, 10th, 6, Never-married, Other-service, Other-relative, White, Male, 0, 0, 35, Mexico, <=50K
17, Private, 369909, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
51, Local-gov, 134808, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
19, ?, 43739, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 114797, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
37, Private, 132879, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
41, Self-emp-not-inc, 112362, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 38, United-States, <=50K
56, Federal-gov, 156229, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 40, United-States, >50K
44, Private, 131650, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 54, United-States, >50K
30, Private, 154568, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 36, Vietnam, >50K
23, Private, 132300, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 124747, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 3103, 0, 40, United-States, >50K
38, Private, 276559, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 70, United-States, >50K
35, Private, 86648, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 50, United-States, >50K
76, Federal-gov, 25319, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
57, Local-gov, 190561, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, Black, Female, 0, 0, 30, United-States, <=50K
58, ?, 150031, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 48343, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 50, United-States, >50K
38, Private, 226311, HS-grad, 9, Married-AF-spouse, Other-service, Wife, White, Female, 0, 0, 25, United-States, <=50K
23, Private, 615367, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 169953, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
34, Local-gov, 144182, Preschool, 1, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 25, United-States, <=50K
28, Private, 472580, Some-college, 10, Never-married, Sales, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
33, State-gov, 200289, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 19, India, <=50K
30, Private, 110622, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, China, <=50K
28, Private, 51961, Some-college, 10, Never-married, Tech-support, Own-child, Black, Male, 0, 0, 24, United-States, <=50K
27, Local-gov, 199172, HS-grad, 9, Married-civ-spouse, Protective-serv, Wife, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 192835, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, <=50K
40, Private, 111020, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Self-emp-not-inc, 194668, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 16, United-States, <=50K
33, Private, 188246, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 45, United-States, >50K
27, Private, 80165, Some-college, 10, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
40, Private, 116632, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 216924, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 44, United-States, >50K
23, Self-emp-not-inc, 111296, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 50, Mexico, <=50K
39, Self-emp-inc, 131288, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 5178, 0, 48, United-States, >50K
35, Private, 257416, Assoc-voc, 11, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
33, Private, 215288, 11th, 7, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
50, Self-emp-not-inc, 196504, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 23, United-States, <=50K
55, State-gov, 256335, Bachelors, 13, Divorced, Exec-managerial, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
42, Private, 184682, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
51, Private, 171914, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
30, State-gov, 144064, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
70, ?, 54849, Doctorate, 16, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, >50K
38, Private, 184801, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
52, Private, 89054, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 147284, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
21, Private, 222993, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
61, ?, 42938, Bachelors, 13, Never-married, ?, Not-in-family, White, Male, 0, 0, 7, United-States, >50K
37, Private, 138940, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Federal-gov, 141877, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 225823, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
50, Private, 270194, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
39, Self-emp-inc, 117555, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
46, Private, 157991, Assoc-voc, 11, Divorced, Tech-support, Unmarried, Black, Female, 0, 625, 40, United-States, <=50K
30, Private, 194827, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, <=50K
38, Private, 197113, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
42, Self-emp-inc, 1097453, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
53, Self-emp-inc, 298215, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
